pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,offset1_wn16,offset2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,wn_domain_feature
v,build.v.1,build.v.3,construct.v.1,build.v.3,01136484-v,01136879-v,make by combining materials and parts,make by combining materials and parts:,build or establish something abstract,build or establish something abstract,1.0
v,build.v.1,build.v.6,construct.v.1,build.v.6,01136484-v,01188723-v,make by combining materials and parts,make by combining materials and parts:,"give form to, according to a plan","give form to, according to a plan",1.0
v,build.v.1,build.v.8,construct.v.1,build.v.8,01136484-v,00430821-v,make by combining materials and parts,make by combining materials and parts:,found or ground,found or ground,1.0
v,build.v.5,build.v.7,build.v.5,build.v.7,01664487-v,01156847-v,"order, supervise, or finance the construction of","order, supervise, or finance the construction of",be engaged in building,be engaged in building,1.0
v,build.v.5,build.v.2,build.v.5,build_up.v.2,01664487-v,00172633-v,"order, supervise, or finance the construction of","order, supervise, or finance the construction of",form or accumulate steadily,form steadily,1.0
v,build.v.5,build.v.9,build.v.5,,01664487-v,00172812-v,"order, supervise, or finance the construction of","order, supervise, or finance the construction of",bolster or strengthen,increase or strengthen gradually,1.0
v,build.v.5,build.v.10,build.v.5,build.v.10,01664487-v,00155313-v,"order, supervise, or finance the construction of","order, supervise, or finance the construction of",develop and grow,develop and grow,1.0
v,build.v.5,build.v.3,build.v.5,build.v.3,01664487-v,01136879-v,"order, supervise, or finance the construction of","order, supervise, or finance the construction of",build or establish something abstract,build or establish something abstract,1.0
v,build.v.5,build.v.6,build.v.5,build.v.6,01664487-v,01188723-v,"order, supervise, or finance the construction of","order, supervise, or finance the construction of","give form to, according to a plan","give form to, according to a plan",1.0
v,build.v.5,build.v.8,build.v.5,build.v.8,01664487-v,00430821-v,"order, supervise, or finance the construction of","order, supervise, or finance the construction of",found or ground,found or ground,1.0
v,build.v.7,build.v.2,build.v.7,build_up.v.2,01156847-v,00172633-v,be engaged in building,be engaged in building,form or accumulate steadily,form steadily,1.0
v,build.v.7,build.v.9,build.v.7,,01156847-v,00172812-v,be engaged in building,be engaged in building,bolster or strengthen,increase or strengthen gradually,1.0
v,build.v.7,build.v.10,build.v.7,build.v.10,01156847-v,00155313-v,be engaged in building,be engaged in building,develop and grow,develop and grow,1.0
v,build.v.7,build.v.3,build.v.7,build.v.3,01156847-v,01136879-v,be engaged in building,be engaged in building,build or establish something abstract,build or establish something abstract,1.0
v,build.v.7,build.v.6,build.v.7,build.v.6,01156847-v,01188723-v,be engaged in building,be engaged in building,"give form to, according to a plan","give form to, according to a plan",1.0
v,build.v.7,build.v.8,build.v.7,build.v.8,01156847-v,00430821-v,be engaged in building,be engaged in building,found or ground,found or ground,1.0
v,build.v.2,build.v.9,build_up.v.2,,00172633-v,00172812-v,form or accumulate steadily,form steadily,bolster or strengthen,increase or strengthen gradually,1.0
v,build.v.2,build.v.10,build_up.v.2,build.v.10,00172633-v,00155313-v,form or accumulate steadily,form steadily,develop and grow,develop and grow,1.0
v,build.v.2,build.v.3,build_up.v.2,build.v.3,00172633-v,01136879-v,form or accumulate steadily,form steadily,build or establish something abstract,build or establish something abstract,1.0
v,build.v.2,build.v.6,build_up.v.2,build.v.6,00172633-v,01188723-v,form or accumulate steadily,form steadily,"give form to, according to a plan","give form to, according to a plan",1.0
v,build.v.2,build.v.8,build_up.v.2,build.v.8,00172633-v,00430821-v,form or accumulate steadily,form steadily,found or ground,found or ground,1.0
v,build.v.9,build.v.10,,build.v.10,00172812-v,00155313-v,bolster or strengthen,increase or strengthen gradually,develop and grow,develop and grow,1.0
v,build.v.9,build.v.3,,build.v.3,00172812-v,01136879-v,bolster or strengthen,increase or strengthen gradually,build or establish something abstract,build or establish something abstract,1.0
v,build.v.9,build.v.6,,build.v.6,00172812-v,01188723-v,bolster or strengthen,increase or strengthen gradually,"give form to, according to a plan","give form to, according to a plan",1.0
v,build.v.9,build.v.8,,build.v.8,00172812-v,00430821-v,bolster or strengthen,increase or strengthen gradually,found or ground,found or ground,1.0
v,build.v.10,build.v.3,build.v.10,build.v.3,00155313-v,01136879-v,develop and grow,develop and grow,build or establish something abstract,build or establish something abstract,1.0
v,build.v.10,build.v.6,build.v.10,build.v.6,00155313-v,01188723-v,develop and grow,develop and grow,"give form to, according to a plan","give form to, according to a plan",1.0
v,build.v.10,build.v.8,build.v.10,build.v.8,00155313-v,00430821-v,develop and grow,develop and grow,found or ground,found or ground,1.0
v,build.v.3,build.v.6,build.v.3,build.v.6,01136879-v,01188723-v,build or establish something abstract,build or establish something abstract,"give form to, according to a plan","give form to, according to a plan",1.0
v,build.v.3,build.v.8,build.v.3,build.v.8,01136879-v,00430821-v,build or establish something abstract,build or establish something abstract,found or ground,found or ground,1.0
v,build.v.6,build.v.8,build.v.6,build.v.8,01188723-v,00430821-v,"give form to, according to a plan","give form to, according to a plan",found or ground,found or ground,1.0
v,view.v.3,view.v.1,watch.v.3,see.v.5,01472578-v,00466852-v,see or watch,see or watch,deem to be,consider or deem to be; regard,1.0
v,view.v.3,view.v.2,watch.v.3,view.v.2,01472578-v,01457618-v,see or watch,see or watch,look at carefully; study mentally,look at carefully; study mentally,1.0
v,view.v.1,view.v.2,see.v.5,view.v.2,00466852-v,01457618-v,deem to be,consider or deem to be; regard,look at carefully; study mentally,look at carefully; study mentally,1.0
v,owe.v.1,owe.v.3,owe.v.1,owe.v.3,01542552-v,01542388-v,be obliged to pay or repay,be obliged to pay or repay,be in debt,be in debt,1.0
v,concede.v.1,concede.v.2,concede.v.1,concede.v.2,00555732-v,00547843-v,"admit, make a clean breast of",make a clean breast of,be willing to concede,be willing to concede,1.0
v,concede.v.1,concede.v.3,concede.v.1,concede.v.3,00555732-v,01582922-v,"admit, make a clean breast of",make a clean breast of,give over; surrender or relinquish to the physical control of another,give over; surrender or relinquish to the physical control of another,1.0
v,concede.v.1,concede.v.4,concede.v.1,concede.v.4,00555732-v,00758158-v,"admit, make a clean breast of",make a clean breast of,acknowledge defeat,acknowledge defeat,1.0
v,concede.v.2,concede.v.3,concede.v.2,concede.v.3,00547843-v,01582922-v,be willing to concede,be willing to concede,give over; surrender or relinquish to the physical control of another,give over; surrender or relinquish to the physical control of another,1.0
v,concede.v.2,concede.v.4,concede.v.2,concede.v.4,00547843-v,00758158-v,be willing to concede,be willing to concede,acknowledge defeat,acknowledge defeat,1.0
v,concede.v.3,concede.v.4,concede.v.3,concede.v.4,01582922-v,00758158-v,give over; surrender or relinquish to the physical control of another,give over; surrender or relinquish to the physical control of another,acknowledge defeat,acknowledge defeat,1.0
n,batch.n.2,batch.n.1,batch.n.2,batch.n.1,09920124-n,06212088-n,(often followed by `of') a large number or amount or extent,(often followed by `of') a large number or amount or extent:,all the loaves of bread baked at the same time,all the loaves of bread baked at the same time,1.0
n,batch.n.2,batch.n.3,batch.n.2,batch.n.3,09920124-n,06211807-n,(often followed by `of') a large number or amount or extent,(often followed by `of') a large number or amount or extent:,a collection of things or persons to be handled together,a collection of things or persons to be handled together,1.0
n,batch.n.1,batch.n.3,batch.n.1,batch.n.3,06212088-n,06211807-n,all the loaves of bread baked at the same time,all the loaves of bread baked at the same time,a collection of things or persons to be handled together,a collection of things or persons to be handled together,1.0
n,edge.n.2,edge.n.4,edge.n.3,edge.n.4,02621337-n,04028398-n,a sharp side formed by the intersection of two surfaces of an object,a sharp side formed by the intersection of two surfaces of an object,the attribute of urgency,the attribute of urgency,1.0
n,edge.n.2,edge.n.5,edge.n.3,edge.n.5,02621337-n,04018977-n,a sharp side formed by the intersection of two surfaces of an object,a sharp side formed by the intersection of two surfaces of an object,a slight competitive advantage,a slight competitive advantage,1.0
n,edge.n.2,edge.n.1,edge.n.3,edge.n.1,02621337-n,06314081-n,a sharp side formed by the intersection of two surfaces of an object,a sharp side formed by the intersection of two surfaces of an object,the boundary of a surface,the boundary of a surface,1.0
n,edge.n.2,edge.n.3,edge.n.3,boundary.n.2,02621337-n,10018921-n,a sharp side formed by the intersection of two surfaces of an object,a sharp side formed by the intersection of two surfaces of an object,a line determining the limits of an area,a line determining the limits of an area,1.0
n,edge.n.4,edge.n.5,edge.n.4,edge.n.5,04028398-n,04018977-n,the attribute of urgency,the attribute of urgency,a slight competitive advantage,a slight competitive advantage,1.0
n,edge.n.4,edge.n.1,edge.n.4,edge.n.1,04028398-n,06314081-n,the attribute of urgency,the attribute of urgency,the boundary of a surface,the boundary of a surface,1.0
n,edge.n.4,edge.n.3,edge.n.4,boundary.n.2,04028398-n,10018921-n,the attribute of urgency,the attribute of urgency,a line determining the limits of an area,a line determining the limits of an area,1.0
n,edge.n.5,edge.n.1,edge.n.5,edge.n.1,04018977-n,06314081-n,a slight competitive advantage,a slight competitive advantage,the boundary of a surface,the boundary of a surface,1.0
n,edge.n.5,edge.n.3,edge.n.5,boundary.n.2,04018977-n,10018921-n,a slight competitive advantage,a slight competitive advantage,a line determining the limits of an area,a line determining the limits of an area,1.0
n,edge.n.1,edge.n.3,edge.n.1,boundary.n.2,06314081-n,10018921-n,the boundary of a surface,the boundary of a surface,a line determining the limits of an area,a line determining the limits of an area,1.0
v,follow.v.3,follow.v.1,,follow.v.1,01859617-v,01363279-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,"to travel behind, go after, come after","to travel behind, go after, come after",1.0
v,follow.v.3,follow.v.4,,follow.v.4,01859617-v,01357963-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,travel along a certain course,travel along a certain course:,1.0
v,follow.v.3,follow.v.15,,accompany.v.3,01859617-v,01183168-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,perform an accompaniment to,perform an accompaniment to,1.0
v,follow.v.3,follow.v.22,,pursue.v.2,01859617-v,01365204-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,follow in or as if in pursuit,follow in or as if in pursuit,1.0
v,follow.v.3,follow.v.23,,follow.v.23,01859617-v,00398033-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,grasp the meaning,grasp the meaning,1.0
v,follow.v.3,follow.v.2,,postdate.v.1,01859617-v,01853077-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,be later in time,be later in time,1.0
v,follow.v.3,follow.v.6,,follow.v.6,01859617-v,01859779-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,"come after in time, as a result","come after in time, as a result",1.0
v,follow.v.3,follow.v.8,,follow.v.8,01859617-v,01859969-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,be next,be next,1.0
v,follow.v.3,follow.v.10,,follow.v.10,01859617-v,01860122-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.3,follow.v.14,,succeed.v.2,01859617-v,01639176-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,be the successor  (of),be the successor of,1.0
v,follow.v.3,follow.v.17,,come.v.5,01859617-v,01790831-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,to be the product or result,to be the product or result,1.0
v,follow.v.3,follow.v.5,,comply.v.1,01859617-v,01733557-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,"act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.3,follow.v.7,,follow.v.7,01859617-v,00102489-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.3,follow.v.9,,adopt.v.1,01859617-v,01602355-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,"choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.3,follow.v.11,,take_after.v.2,01859617-v,01192264-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.3,follow.v.18,,follow.v.18,01859617-v,01774647-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.3,follow.v.19,,follow.v.19,01859617-v,01747044-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,adhere to or practice,adhere to or practice,1.0
v,follow.v.3,follow.v.20,,be.v.8,01859617-v,01666138-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,"work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.3,follow.v.24,,stick_to.v.3,01859617-v,00244173-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,keep to,keep to:,1.0
v,follow.v.3,follow.v.12,,trace.v.1,01859617-v,00494265-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,"follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.3,follow.v.13,,watch.v.2,01859617-v,01673353-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.3,follow.v.16,,keep_up.v.4,01859617-v,00079065-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,keep informed,keep informed,1.0
v,follow.v.3,follow.v.21,,follow.v.21,01859617-v,01505608-v,come as a logical consequence; follow logically,come as a logical consequence; follow logically,keep under surveillance,keep under surveillance,1.0
v,follow.v.1,follow.v.4,follow.v.1,follow.v.4,01363279-v,01357963-v,"to travel behind, go after, come after","to travel behind, go after, come after",travel along a certain course,travel along a certain course:,1.0
v,follow.v.1,follow.v.15,follow.v.1,accompany.v.3,01363279-v,01183168-v,"to travel behind, go after, come after","to travel behind, go after, come after",perform an accompaniment to,perform an accompaniment to,1.0
v,follow.v.1,follow.v.22,follow.v.1,pursue.v.2,01363279-v,01365204-v,"to travel behind, go after, come after","to travel behind, go after, come after",follow in or as if in pursuit,follow in or as if in pursuit,1.0
v,follow.v.1,follow.v.23,follow.v.1,follow.v.23,01363279-v,00398033-v,"to travel behind, go after, come after","to travel behind, go after, come after",grasp the meaning,grasp the meaning,1.0
v,follow.v.1,follow.v.2,follow.v.1,postdate.v.1,01363279-v,01853077-v,"to travel behind, go after, come after","to travel behind, go after, come after",be later in time,be later in time,1.0
v,follow.v.1,follow.v.6,follow.v.1,follow.v.6,01363279-v,01859779-v,"to travel behind, go after, come after","to travel behind, go after, come after","come after in time, as a result","come after in time, as a result",1.0
v,follow.v.1,follow.v.8,follow.v.1,follow.v.8,01363279-v,01859969-v,"to travel behind, go after, come after","to travel behind, go after, come after",be next,be next,1.0
v,follow.v.1,follow.v.10,follow.v.1,follow.v.10,01363279-v,01860122-v,"to travel behind, go after, come after","to travel behind, go after, come after",to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.1,follow.v.14,follow.v.1,succeed.v.2,01363279-v,01639176-v,"to travel behind, go after, come after","to travel behind, go after, come after",be the successor  (of),be the successor of,1.0
v,follow.v.1,follow.v.17,follow.v.1,come.v.5,01363279-v,01790831-v,"to travel behind, go after, come after","to travel behind, go after, come after",to be the product or result,to be the product or result,1.0
v,follow.v.1,follow.v.5,follow.v.1,comply.v.1,01363279-v,01733557-v,"to travel behind, go after, come after","to travel behind, go after, come after","act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.1,follow.v.7,follow.v.1,follow.v.7,01363279-v,00102489-v,"to travel behind, go after, come after","to travel behind, go after, come after",behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.1,follow.v.9,follow.v.1,adopt.v.1,01363279-v,01602355-v,"to travel behind, go after, come after","to travel behind, go after, come after","choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.1,follow.v.11,follow.v.1,take_after.v.2,01363279-v,01192264-v,"to travel behind, go after, come after","to travel behind, go after, come after",imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.1,follow.v.18,follow.v.1,follow.v.18,01363279-v,01774647-v,"to travel behind, go after, come after","to travel behind, go after, come after",accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.1,follow.v.19,follow.v.1,follow.v.19,01363279-v,01747044-v,"to travel behind, go after, come after","to travel behind, go after, come after",adhere to or practice,adhere to or practice,1.0
v,follow.v.1,follow.v.20,follow.v.1,be.v.8,01363279-v,01666138-v,"to travel behind, go after, come after","to travel behind, go after, come after","work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.1,follow.v.24,follow.v.1,stick_to.v.3,01363279-v,00244173-v,"to travel behind, go after, come after","to travel behind, go after, come after",keep to,keep to:,1.0
v,follow.v.1,follow.v.12,follow.v.1,trace.v.1,01363279-v,00494265-v,"to travel behind, go after, come after","to travel behind, go after, come after","follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.1,follow.v.13,follow.v.1,watch.v.2,01363279-v,01673353-v,"to travel behind, go after, come after","to travel behind, go after, come after",follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.1,follow.v.16,follow.v.1,keep_up.v.4,01363279-v,00079065-v,"to travel behind, go after, come after","to travel behind, go after, come after",keep informed,keep informed,1.0
v,follow.v.1,follow.v.21,follow.v.1,follow.v.21,01363279-v,01505608-v,"to travel behind, go after, come after","to travel behind, go after, come after",keep under surveillance,keep under surveillance,1.0
v,follow.v.4,follow.v.15,follow.v.4,accompany.v.3,01357963-v,01183168-v,travel along a certain course,travel along a certain course:,perform an accompaniment to,perform an accompaniment to,1.0
v,follow.v.4,follow.v.22,follow.v.4,pursue.v.2,01357963-v,01365204-v,travel along a certain course,travel along a certain course:,follow in or as if in pursuit,follow in or as if in pursuit,1.0
v,follow.v.4,follow.v.23,follow.v.4,follow.v.23,01357963-v,00398033-v,travel along a certain course,travel along a certain course:,grasp the meaning,grasp the meaning,1.0
v,follow.v.4,follow.v.2,follow.v.4,postdate.v.1,01357963-v,01853077-v,travel along a certain course,travel along a certain course:,be later in time,be later in time,1.0
v,follow.v.4,follow.v.6,follow.v.4,follow.v.6,01357963-v,01859779-v,travel along a certain course,travel along a certain course:,"come after in time, as a result","come after in time, as a result",1.0
v,follow.v.4,follow.v.8,follow.v.4,follow.v.8,01357963-v,01859969-v,travel along a certain course,travel along a certain course:,be next,be next,1.0
v,follow.v.4,follow.v.10,follow.v.4,follow.v.10,01357963-v,01860122-v,travel along a certain course,travel along a certain course:,to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.4,follow.v.14,follow.v.4,succeed.v.2,01357963-v,01639176-v,travel along a certain course,travel along a certain course:,be the successor  (of),be the successor of,1.0
v,follow.v.4,follow.v.17,follow.v.4,come.v.5,01357963-v,01790831-v,travel along a certain course,travel along a certain course:,to be the product or result,to be the product or result,1.0
v,follow.v.4,follow.v.5,follow.v.4,comply.v.1,01357963-v,01733557-v,travel along a certain course,travel along a certain course:,"act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.4,follow.v.7,follow.v.4,follow.v.7,01357963-v,00102489-v,travel along a certain course,travel along a certain course:,behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.4,follow.v.9,follow.v.4,adopt.v.1,01357963-v,01602355-v,travel along a certain course,travel along a certain course:,"choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.4,follow.v.11,follow.v.4,take_after.v.2,01357963-v,01192264-v,travel along a certain course,travel along a certain course:,imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.4,follow.v.18,follow.v.4,follow.v.18,01357963-v,01774647-v,travel along a certain course,travel along a certain course:,accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.4,follow.v.19,follow.v.4,follow.v.19,01357963-v,01747044-v,travel along a certain course,travel along a certain course:,adhere to or practice,adhere to or practice,1.0
v,follow.v.4,follow.v.20,follow.v.4,be.v.8,01357963-v,01666138-v,travel along a certain course,travel along a certain course:,"work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.4,follow.v.24,follow.v.4,stick_to.v.3,01357963-v,00244173-v,travel along a certain course,travel along a certain course:,keep to,keep to:,1.0
v,follow.v.4,follow.v.12,follow.v.4,trace.v.1,01357963-v,00494265-v,travel along a certain course,travel along a certain course:,"follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.4,follow.v.13,follow.v.4,watch.v.2,01357963-v,01673353-v,travel along a certain course,travel along a certain course:,follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.4,follow.v.16,follow.v.4,keep_up.v.4,01357963-v,00079065-v,travel along a certain course,travel along a certain course:,keep informed,keep informed,1.0
v,follow.v.4,follow.v.21,follow.v.4,follow.v.21,01357963-v,01505608-v,travel along a certain course,travel along a certain course:,keep under surveillance,keep under surveillance,1.0
v,follow.v.15,follow.v.22,accompany.v.3,pursue.v.2,01183168-v,01365204-v,perform an accompaniment to,perform an accompaniment to,follow in or as if in pursuit,follow in or as if in pursuit,1.0
v,follow.v.15,follow.v.23,accompany.v.3,follow.v.23,01183168-v,00398033-v,perform an accompaniment to,perform an accompaniment to,grasp the meaning,grasp the meaning,1.0
v,follow.v.15,follow.v.2,accompany.v.3,postdate.v.1,01183168-v,01853077-v,perform an accompaniment to,perform an accompaniment to,be later in time,be later in time,1.0
v,follow.v.15,follow.v.6,accompany.v.3,follow.v.6,01183168-v,01859779-v,perform an accompaniment to,perform an accompaniment to,"come after in time, as a result","come after in time, as a result",1.0
v,follow.v.15,follow.v.8,accompany.v.3,follow.v.8,01183168-v,01859969-v,perform an accompaniment to,perform an accompaniment to,be next,be next,1.0
v,follow.v.15,follow.v.10,accompany.v.3,follow.v.10,01183168-v,01860122-v,perform an accompaniment to,perform an accompaniment to,to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.15,follow.v.14,accompany.v.3,succeed.v.2,01183168-v,01639176-v,perform an accompaniment to,perform an accompaniment to,be the successor  (of),be the successor of,1.0
v,follow.v.15,follow.v.17,accompany.v.3,come.v.5,01183168-v,01790831-v,perform an accompaniment to,perform an accompaniment to,to be the product or result,to be the product or result,1.0
v,follow.v.15,follow.v.5,accompany.v.3,comply.v.1,01183168-v,01733557-v,perform an accompaniment to,perform an accompaniment to,"act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.15,follow.v.7,accompany.v.3,follow.v.7,01183168-v,00102489-v,perform an accompaniment to,perform an accompaniment to,behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.15,follow.v.9,accompany.v.3,adopt.v.1,01183168-v,01602355-v,perform an accompaniment to,perform an accompaniment to,"choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.15,follow.v.11,accompany.v.3,take_after.v.2,01183168-v,01192264-v,perform an accompaniment to,perform an accompaniment to,imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.15,follow.v.18,accompany.v.3,follow.v.18,01183168-v,01774647-v,perform an accompaniment to,perform an accompaniment to,accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.15,follow.v.19,accompany.v.3,follow.v.19,01183168-v,01747044-v,perform an accompaniment to,perform an accompaniment to,adhere to or practice,adhere to or practice,1.0
v,follow.v.15,follow.v.20,accompany.v.3,be.v.8,01183168-v,01666138-v,perform an accompaniment to,perform an accompaniment to,"work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.15,follow.v.24,accompany.v.3,stick_to.v.3,01183168-v,00244173-v,perform an accompaniment to,perform an accompaniment to,keep to,keep to:,1.0
v,follow.v.15,follow.v.12,accompany.v.3,trace.v.1,01183168-v,00494265-v,perform an accompaniment to,perform an accompaniment to,"follow, discover, or ascertain the course of development of something","follow, discover, or ascertain the course of development of something",1.0
v,follow.v.15,follow.v.13,accompany.v.3,watch.v.2,01183168-v,01673353-v,perform an accompaniment to,perform an accompaniment to,follow with the eyes or the mind,follow with the eyes or the mind,1.0
v,follow.v.15,follow.v.16,accompany.v.3,keep_up.v.4,01183168-v,00079065-v,perform an accompaniment to,perform an accompaniment to,keep informed,keep informed,1.0
v,follow.v.15,follow.v.21,accompany.v.3,follow.v.21,01183168-v,01505608-v,perform an accompaniment to,perform an accompaniment to,keep under surveillance,keep under surveillance,1.0
v,follow.v.22,follow.v.23,pursue.v.2,follow.v.23,01365204-v,00398033-v,follow in or as if in pursuit,follow in or as if in pursuit,grasp the meaning,grasp the meaning,1.0
v,follow.v.22,follow.v.2,pursue.v.2,postdate.v.1,01365204-v,01853077-v,follow in or as if in pursuit,follow in or as if in pursuit,be later in time,be later in time,1.0
v,follow.v.22,follow.v.6,pursue.v.2,follow.v.6,01365204-v,01859779-v,follow in or as if in pursuit,follow in or as if in pursuit,"come after in time, as a result","come after in time, as a result",1.0
v,follow.v.22,follow.v.8,pursue.v.2,follow.v.8,01365204-v,01859969-v,follow in or as if in pursuit,follow in or as if in pursuit,be next,be next,1.0
v,follow.v.22,follow.v.10,pursue.v.2,follow.v.10,01365204-v,01860122-v,follow in or as if in pursuit,follow in or as if in pursuit,to bring something about at a later time than,"to bring something about at a later time than; ; He followed his lecture with a question and answer period""",1.0
v,follow.v.22,follow.v.14,pursue.v.2,succeed.v.2,01365204-v,01639176-v,follow in or as if in pursuit,follow in or as if in pursuit,be the successor  (of),be the successor of,1.0
v,follow.v.22,follow.v.17,pursue.v.2,come.v.5,01365204-v,01790831-v,follow in or as if in pursuit,follow in or as if in pursuit,to be the product or result,to be the product or result,1.0
v,follow.v.22,follow.v.5,pursue.v.2,comply.v.1,01365204-v,01733557-v,follow in or as if in pursuit,follow in or as if in pursuit,"act in accordance with someone's rules, commands, or wishes",be compliant; go along with; act in agreement with,1.0
v,follow.v.22,follow.v.7,pursue.v.2,follow.v.7,01365204-v,00102489-v,follow in or as if in pursuit,follow in or as if in pursuit,behave in accordance or in agreement with,behave in accordance or in agreement with,1.0
v,follow.v.22,follow.v.9,pursue.v.2,adopt.v.1,01365204-v,01602355-v,follow in or as if in pursuit,follow in or as if in pursuit,"choose and follow; as of theories, ideas, policies, strategies or plans","choose and follow; as of theories, ideas, policies, strategies or plans",1.0
v,follow.v.22,follow.v.11,pursue.v.2,take_after.v.2,01365204-v,01192264-v,follow in or as if in pursuit,follow in or as if in pursuit,imitate in behavior; take as a model,imitate in behavior; take as a model,1.0
v,follow.v.22,follow.v.18,pursue.v.2,follow.v.18,01365204-v,01774647-v,follow in or as if in pursuit,follow in or as if in pursuit,accept and follow the leadership or command or guidance of,accept and follow the leadership of command or guidance of,1.0
v,follow.v.22,follow.v.19,pursue.v.2,follow.v.19,01365204-v,01747044-v,follow in or as if in pursuit,follow in or as if in pursuit,adhere to or practice,adhere to or practice,1.0
v,follow.v.22,follow.v.20,pursue.v.2,be.v.8,01365204-v,01666138-v,follow in or as if in pursuit,follow in or as if in pursuit,"work in a specific place, with a specific subject, or in a specific function","work in a specific place, with a specific subject, or in a specific function; She is our resident philosopherShe works as a waitress to put herself through law school""",1.0
v,follow.v.22,follow.v.24,pursue.v.2,stick_to.v.3,01365204-v,00244173-v,follow in or as if in pursuit,follow in or as if in pursuit,keep to,keep to:,1.0
