pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,sense1_topic,sense2_topic,topic_similarity
n,drive.n.9,drive.n.6,drive.n.9,drive.n.6,a physiological state corresponding to a strong need or desire,a physiological state corresponding to a strong need or desire,hitting a golf ball off of a tee with a driver,hitting a golf ball off of a tee with a driver,tf_idfBNC_filt.drive.n.9.txt,tf_idfBNC_filt.drive.n.6.txt,0.8987475776897209
n,drive.n.9,drive.n.12,drive.n.9,drive.n.12,a physiological state corresponding to a strong need or desire,a physiological state corresponding to a strong need or desire,(sports) a hard straight return (as in tennis or squash),a hard straight return (as in tennis or squash),tf_idfBNC_filt.drive.n.9.txt,tf_idfBNC_filt.drive.n.12.txt,0.7903094265249796
n,drive.n.6,drive.n.12,drive.n.6,drive.n.12,hitting a golf ball off of a tee with a driver,hitting a golf ball off of a tee with a driver,(sports) a hard straight return (as in tennis or squash),a hard straight return (as in tennis or squash),tf_idfBNC_filt.drive.n.6.txt,tf_idfBNC_filt.drive.n.12.txt,0.9634790399459373
n,target.n.1,target.n.4,target.n.1,target.n.4,a reference point to shoot at,a reference point to shoot at,sports equipment consisting of an object set up for a marksman or archer to aim at,an object set up for a marksman or archer to aim at,tf_idfBNC_filt.target.n.1.txt,tf_idfBNC_filt.target.n.4.txt,0.9376890280609362
n,target.n.1,target.n.2,target.n.1,prey.n.1,a reference point to shoot at,a reference point to shoot at,a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,a person who is the victim of ridicule or exploitation by some hostile person or influence,tf_idfBNC_filt.target.n.1.txt,tf_idfBNC_filt.prey.n.1.txt,0.6296723403015054
n,target.n.1,target.n.3,target.n.1,target.n.3,a reference point to shoot at,a reference point to shoot at,the location of the target that is to be hit,the location of the target that is to be hit,tf_idfBNC_filt.target.n.1.txt,tf_idfBNC_filt.target.n.3.txt,0.9348479256476316
n,target.n.4,target.n.2,target.n.4,prey.n.1,sports equipment consisting of an object set up for a marksman or archer to aim at,an object set up for a marksman or archer to aim at,a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,a person who is the victim of ridicule or exploitation by some hostile person or influence,tf_idfBNC_filt.target.n.4.txt,tf_idfBNC_filt.prey.n.1.txt,0.8001105643195223
n,target.n.4,target.n.3,target.n.4,target.n.3,sports equipment consisting of an object set up for a marksman or archer to aim at,an object set up for a marksman or archer to aim at,the location of the target that is to be hit,the location of the target that is to be hit,tf_idfBNC_filt.target.n.4.txt,tf_idfBNC_filt.target.n.3.txt,0.9494358826362375
n,target.n.2,target.n.3,prey.n.1,target.n.3,a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,a person who is the victim of ridicule or exploitation by some hostile person or influence,the location of the target that is to be hit,the location of the target that is to be hit,tf_idfBNC_filt.prey.n.1.txt,tf_idfBNC_filt.target.n.3.txt,0.8149629648842885
n,rod.n.2,rod.n.3,rod.n.1,rod.n.2,a long thin implement made of metal or wood,a long thin implement made of metal or wood,any rod-shaped bacterium,any rod-shaped bacterium,tf_idfBNC_filt.rod.n.1.txt,tf_idfBNC_filt.rod.n.2.txt,0.5969330241243864
n,rod.n.2,rod.n.5,rod.n.1,rod.n.5,a long thin implement made of metal or wood,a long thin implement made of metal or wood,visual receptor cell sensitive to dim light,visual receptor cell sensitive to dim light,tf_idfBNC_filt.rod.n.1.txt,tf_idfBNC_filt.rod.n.5.txt,0.6128954147843049
n,rod.n.2,rod.n.1,rod.n.1,perch.n.2,a long thin implement made of metal or wood,a long thin implement made of metal or wood,a linear measure of 16.5 feet,(British) a linear measure of 16.5 feet,tf_idfBNC_filt.rod.n.1.txt,tf_idfBNC_filt.perch.n.2.txt,0.9367406560720861
n,rod.n.2,rod.n.4,rod.n.1,perch.n.3,a long thin implement made of metal or wood,a long thin implement made of metal or wood,a square rod of land,a square rod of land,tf_idfBNC_filt.rod.n.1.txt,tf_idfBNC_filt.perch.n.3.txt,0.5533215216851011
n,rod.n.3,rod.n.5,rod.n.2,rod.n.5,any rod-shaped bacterium,any rod-shaped bacterium,visual receptor cell sensitive to dim light,visual receptor cell sensitive to dim light,tf_idfBNC_filt.rod.n.2.txt,tf_idfBNC_filt.rod.n.5.txt,0.991862769334316
n,rod.n.3,rod.n.1,rod.n.2,perch.n.2,any rod-shaped bacterium,any rod-shaped bacterium,a linear measure of 16.5 feet,(British) a linear measure of 16.5 feet,tf_idfBNC_filt.rod.n.2.txt,tf_idfBNC_filt.perch.n.2.txt,0.7465942185007085
n,rod.n.3,rod.n.4,rod.n.2,perch.n.3,any rod-shaped bacterium,any rod-shaped bacterium,a square rod of land,a square rod of land,tf_idfBNC_filt.rod.n.2.txt,tf_idfBNC_filt.perch.n.3.txt,0.9961655222724827
n,rod.n.5,rod.n.1,rod.n.5,perch.n.2,visual receptor cell sensitive to dim light,visual receptor cell sensitive to dim light,a linear measure of 16.5 feet,(British) a linear measure of 16.5 feet,tf_idfBNC_filt.rod.n.5.txt,tf_idfBNC_filt.perch.n.2.txt,0.7816389992015911
n,rod.n.5,rod.n.4,rod.n.5,perch.n.3,visual receptor cell sensitive to dim light,visual receptor cell sensitive to dim light,a square rod of land,a square rod of land,tf_idfBNC_filt.rod.n.5.txt,tf_idfBNC_filt.perch.n.3.txt,0.9846000944087988
n,rod.n.1,rod.n.4,perch.n.2,perch.n.3,a linear measure of 16.5 feet,(British) a linear measure of 16.5 feet,a square rod of land,a square rod of land,tf_idfBNC_filt.perch.n.2.txt,tf_idfBNC_filt.perch.n.3.txt,0.7022244834115132
n,foe.n.1,foe.n.2,enemy.n.2,foe.n.2,an armed adversary (especially a member of an opposing military force),an armed adversary (especially a member of an opposing military force),a personal enemy,a personal enemy,tf_idfBNC_filt.enemy.n.2.txt,tf_idfBNC_filt.foe.n.2.txt,0.9706700007882374
n,barrel.n.1,barrel.n.2,barrel.n.1,barrel.n.2,a tube through which a bullet travels when a gun is fired,through which bullet travels when gun is fired,a cylindrical container that holds liquids,a cylindrical container that holds liquids,tf_idfBNC_filt.barrel.n.1.txt,tf_idfBNC_filt.barrel.n.2.txt,0.9797119585651561
n,barrel.n.1,barrel.n.3,barrel.n.1,barrel.n.3,a tube through which a bullet travels when a gun is fired,through which bullet travels when gun is fired,a bulging cylindrical shape; hollow with flat ends,a bulging cylindrical shape; hollow with flat ends,tf_idfBNC_filt.barrel.n.1.txt,tf_idfBNC_filt.barrel.n.3.txt,0.9038847645546918
n,barrel.n.1,barrel.n.4,barrel.n.1,barrel.n.4,a tube through which a bullet travels when a gun is fired,through which bullet travels when gun is fired,the quantity that a barrel (of any size) will hold,the quantity that a barrel (of any size) will hold,tf_idfBNC_filt.barrel.n.1.txt,tf_idfBNC_filt.barrel.n.4.txt,0.9129309201948821
n,barrel.n.1,barrel.n.5,barrel.n.1,barrel.n.5,a tube through which a bullet travels when a gun is fired,through which bullet travels when gun is fired,any of various units of capacity,any of various units of capacity,tf_idfBNC_filt.barrel.n.1.txt,tf_idfBNC_filt.barrel.n.5.txt,0.8726938479793013
n,barrel.n.2,barrel.n.3,barrel.n.2,barrel.n.3,a cylindrical container that holds liquids,a cylindrical container that holds liquids,a bulging cylindrical shape; hollow with flat ends,a bulging cylindrical shape; hollow with flat ends,tf_idfBNC_filt.barrel.n.2.txt,tf_idfBNC_filt.barrel.n.3.txt,0.9442396778429388
n,barrel.n.2,barrel.n.4,barrel.n.2,barrel.n.4,a cylindrical container that holds liquids,a cylindrical container that holds liquids,the quantity that a barrel (of any size) will hold,the quantity that a barrel (of any size) will hold,tf_idfBNC_filt.barrel.n.2.txt,tf_idfBNC_filt.barrel.n.4.txt,0.9121178251644564
n,barrel.n.2,barrel.n.5,barrel.n.2,barrel.n.5,a cylindrical container that holds liquids,a cylindrical container that holds liquids,any of various units of capacity,any of various units of capacity,tf_idfBNC_filt.barrel.n.2.txt,tf_idfBNC_filt.barrel.n.5.txt,0.831836333365841
n,barrel.n.3,barrel.n.4,barrel.n.3,barrel.n.4,a bulging cylindrical shape; hollow with flat ends,a bulging cylindrical shape; hollow with flat ends,the quantity that a barrel (of any size) will hold,the quantity that a barrel (of any size) will hold,tf_idfBNC_filt.barrel.n.3.txt,tf_idfBNC_filt.barrel.n.4.txt,0.8847623278443166
n,barrel.n.3,barrel.n.5,barrel.n.3,barrel.n.5,a bulging cylindrical shape; hollow with flat ends,a bulging cylindrical shape; hollow with flat ends,any of various units of capacity,any of various units of capacity,tf_idfBNC_filt.barrel.n.3.txt,tf_idfBNC_filt.barrel.n.5.txt,0.8231524190155257
n,barrel.n.4,barrel.n.5,barrel.n.4,barrel.n.5,the quantity that a barrel (of any size) will hold,the quantity that a barrel (of any size) will hold,any of various units of capacity,any of various units of capacity,tf_idfBNC_filt.barrel.n.4.txt,tf_idfBNC_filt.barrel.n.5.txt,0.8945717313242989
n,carrier.n.1,carrier.n.2,carrier.n.1,carrier.n.2,someone whose employment involves carrying something,someone whose employment involves carrying something,a self-propelled wheeled vehicle designed specifically to carry something,a vehicle designed to carry something,tf_idfBNC_filt.carrier.n.1.txt,tf_idfBNC_filt.carrier.n.2.txt,0.9736804009497444
n,carrier.n.1,carrier.n.10,carrier.n.1,carrier.n.10,someone whose employment involves carrying something,someone whose employment involves carrying something,a rack attached to a vehicle; for carrying luggage or skis or the like,a rack attached to a vehicle; for carrying luggage or skis or the like,tf_idfBNC_filt.carrier.n.1.txt,tf_idfBNC_filt.carrier.n.10.txt,0.8984733130345754
n,carrier.n.1,carrier.n.5,carrier.n.1,carrier.n.5,someone whose employment involves carrying something,someone whose employment involves carrying something,a person or firm in the business of transporting people or goods or messages,a person or firm in the business of transporting people or goods or messages,tf_idfBNC_filt.carrier.n.1.txt,tf_idfBNC_filt.carrier.n.5.txt,0.9258308368344101
n,carrier.n.1,carrier.n.4,carrier.n.1,carrier.n.4,someone whose employment involves carrying something,someone whose employment involves carrying something,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,tf_idfBNC_filt.carrier.n.1.txt,tf_idfBNC_filt.carrier.n.4.txt,0.9241057139168687
n,carrier.n.1,carrier.n.8,carrier.n.1,carrier.n.8,someone whose employment involves carrying something,someone whose employment involves carrying something,a boy who delivers newspapers,a boy who delivers newspapers,tf_idfBNC_filt.carrier.n.1.txt,tf_idfBNC_filt.carrier.n.8.txt,0.921444278220722
n,carrier.n.2,carrier.n.10,carrier.n.2,carrier.n.10,a self-propelled wheeled vehicle designed specifically to carry something,a vehicle designed to carry something,a rack attached to a vehicle; for carrying luggage or skis or the like,a rack attached to a vehicle; for carrying luggage or skis or the like,tf_idfBNC_filt.carrier.n.2.txt,tf_idfBNC_filt.carrier.n.10.txt,0.8865629275401827
n,carrier.n.2,carrier.n.5,carrier.n.2,carrier.n.5,a self-propelled wheeled vehicle designed specifically to carry something,a vehicle designed to carry something,a person or firm in the business of transporting people or goods or messages,a person or firm in the business of transporting people or goods or messages,tf_idfBNC_filt.carrier.n.2.txt,tf_idfBNC_filt.carrier.n.5.txt,0.9695423592418828
n,carrier.n.2,carrier.n.4,carrier.n.2,carrier.n.4,a self-propelled wheeled vehicle designed specifically to carry something,a vehicle designed to carry something,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,tf_idfBNC_filt.carrier.n.2.txt,tf_idfBNC_filt.carrier.n.4.txt,0.9444180355881815
n,carrier.n.2,carrier.n.8,carrier.n.2,carrier.n.8,a self-propelled wheeled vehicle designed specifically to carry something,a vehicle designed to carry something,a boy who delivers newspapers,a boy who delivers newspapers,tf_idfBNC_filt.carrier.n.2.txt,tf_idfBNC_filt.carrier.n.8.txt,0.8909592052903212
n,carrier.n.10,carrier.n.5,carrier.n.10,carrier.n.5,a rack attached to a vehicle; for carrying luggage or skis or the like,a rack attached to a vehicle; for carrying luggage or skis or the like,a person or firm in the business of transporting people or goods or messages,a person or firm in the business of transporting people or goods or messages,tf_idfBNC_filt.carrier.n.10.txt,tf_idfBNC_filt.carrier.n.5.txt,0.8545073300217829
n,carrier.n.10,carrier.n.4,carrier.n.10,carrier.n.4,a rack attached to a vehicle; for carrying luggage or skis or the like,a rack attached to a vehicle; for carrying luggage or skis or the like,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,tf_idfBNC_filt.carrier.n.10.txt,tf_idfBNC_filt.carrier.n.4.txt,0.9614484489787407
n,carrier.n.10,carrier.n.8,carrier.n.10,carrier.n.8,a rack attached to a vehicle; for carrying luggage or skis or the like,a rack attached to a vehicle; for carrying luggage or skis or the like,a boy who delivers newspapers,a boy who delivers newspapers,tf_idfBNC_filt.carrier.n.10.txt,tf_idfBNC_filt.carrier.n.8.txt,0.9610693751051638
n,carrier.n.5,carrier.n.4,carrier.n.5,carrier.n.4,a person or firm in the business of transporting people or goods or messages,a person or firm in the business of transporting people or goods or messages,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,tf_idfBNC_filt.carrier.n.5.txt,tf_idfBNC_filt.carrier.n.4.txt,0.9251794952197709
n,carrier.n.5,carrier.n.8,carrier.n.5,carrier.n.8,a person or firm in the business of transporting people or goods or messages,a person or firm in the business of transporting people or goods or messages,a boy who delivers newspapers,a boy who delivers newspapers,tf_idfBNC_filt.carrier.n.5.txt,tf_idfBNC_filt.carrier.n.8.txt,0.8439442695701787
n,carrier.n.4,carrier.n.8,carrier.n.4,carrier.n.8,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction,a boy who delivers newspapers,a boy who delivers newspapers,tf_idfBNC_filt.carrier.n.4.txt,tf_idfBNC_filt.carrier.n.8.txt,0.958660778962678
n,erosion.n.2,erosion.n.1,erosion.n.2,erosion.n.1,condition in which the earth's surface is worn away by the action of water and wind,condition in which the earth's surface is worn away by the action of water and wind,(geology) the mechanical process of wearing or grinding something down (as by particles washing over it),the mechanical process of wearing or grinding something down (as by particles washing over it),tf_idfBNC_filt.erosion.n.2.txt,tf_idfBNC_filt.erosion.n.1.txt,0.7692378399373361
n,erosion.n.2,erosion.n.4,erosion.n.2,corrosion.n.2,condition in which the earth's surface is worn away by the action of water and wind,condition in which the earth's surface is worn away by the action of water and wind,erosion by chemical action,erosion by chemical action,tf_idfBNC_filt.erosion.n.2.txt,tf_idfBNC_filt.corrosion.n.2.txt,0.9352229233822927
n,erosion.n.1,erosion.n.4,erosion.n.1,corrosion.n.2,(geology) the mechanical process of wearing or grinding something down (as by particles washing over it),the mechanical process of wearing or grinding something down (as by particles washing over it),erosion by chemical action,erosion by chemical action,tf_idfBNC_filt.erosion.n.1.txt,tf_idfBNC_filt.corrosion.n.2.txt,0.878550158078079
n,fee.n.1,fee.n.2,fee.n.1,fee.n.2,a fixed charge for a privilege or for professional services,a fixed charge for professional services,an interest in land capable of being inherited,an interest in land capable of being inherited,tf_idfBNC_filt.fee.n.1.txt,tf_idfBNC_filt.fee.n.2.txt,0.8243336542301726
n,chapter.n.1,chapter.n.3,chapter.n.1,chapter.n.3,a subdivision of a written work; usually numbered and titled,a subdivision of a written work; usually numbered and titled,a local branch of some fraternity or association,a local branch of some fraternity or association,tf_idfBNC_filt.chapter.n.1.txt,tf_idfBNC_filt.chapter.n.3.txt,0.8364761342862997
n,chapter.n.1,chapter.n.4,chapter.n.1,chapter.n.4,a subdivision of a written work; usually numbered and titled,a subdivision of a written work; usually numbered and titled,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,tf_idfBNC_filt.chapter.n.1.txt,tf_idfBNC_filt.chapter.n.4.txt,0.6577428759368535
n,chapter.n.1,chapter.n.2,chapter.n.1,chapter.n.2,a subdivision of a written work; usually numbered and titled,a subdivision of a written work; usually numbered and titled,any distinct period in history or in a person's life,a distinct period in history or in a person's life,tf_idfBNC_filt.chapter.n.1.txt,tf_idfBNC_filt.chapter.n.2.txt,0.9086154835049799
n,chapter.n.3,chapter.n.4,chapter.n.3,chapter.n.4,a local branch of some fraternity or association,a local branch of some fraternity or association,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,tf_idfBNC_filt.chapter.n.3.txt,tf_idfBNC_filt.chapter.n.4.txt,0.9456223273411919
n,chapter.n.3,chapter.n.2,chapter.n.3,chapter.n.2,a local branch of some fraternity or association,a local branch of some fraternity or association,any distinct period in history or in a person's life,a distinct period in history or in a person's life,tf_idfBNC_filt.chapter.n.3.txt,tf_idfBNC_filt.chapter.n.2.txt,0.9577518754030195
n,chapter.n.4,chapter.n.2,chapter.n.4,chapter.n.2,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,an ecclesiastical assembly of the monks in a monastery or even of the canons of a church,any distinct period in history or in a person's life,a distinct period in history or in a person's life,tf_idfBNC_filt.chapter.n.4.txt,tf_idfBNC_filt.chapter.n.2.txt,0.8572388239227444
n,fight.n.4,fight.n.2,battle.n.1,fight.n.2,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war,an intense verbal dispute,an intense verbal dispute,tf_idfBNC_filt.battle.n.1.txt,tf_idfBNC_filt.fight.n.2.txt,0.8710249192476338
n,fight.n.4,fight.n.3,battle.n.1,fight.n.3,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war,a boxing or wrestling match,a boxing match,tf_idfBNC_filt.battle.n.1.txt,tf_idfBNC_filt.fight.n.3.txt,0.7758209541709977
n,fight.n.2,fight.n.3,fight.n.2,fight.n.3,an intense verbal dispute,an intense verbal dispute,a boxing or wrestling match,a boxing match,tf_idfBNC_filt.fight.n.2.txt,tf_idfBNC_filt.fight.n.3.txt,0.7557510646321601
n,bill.n.1,bill.n.2,bill.n.1,bill.n.2,a statute in draft before it becomes law,a statute in draft before it becomes law,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,tf_idfBNC_filt.bill.n.1.txt,tf_idfBNC_filt.bill.n.2.txt,0.9792911802950909
n,bill.n.1,bill.n.3,bill.n.1,bill.n.3,a statute in draft before it becomes law,a statute in draft before it becomes law,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),tf_idfBNC_filt.bill.n.1.txt,tf_idfBNC_filt.bill.n.3.txt,0.9301819055435994
n,bill.n.1,bill.n.9,bill.n.1,bill.n.9,a statute in draft before it becomes law,a statute in draft before it becomes law,a long-handled saw with a curved blade,a long-handled saw with a curved blade,tf_idfBNC_filt.bill.n.1.txt,tf_idfBNC_filt.bill.n.9.txt,0.909656433308344
n,bill.n.1,bill.n.10,bill.n.1,bill.n.10,a statute in draft before it becomes law,a statute in draft before it becomes law,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,tf_idfBNC_filt.bill.n.1.txt,tf_idfBNC_filt.bill.n.10.txt,0.875429057609275
n,bill.n.1,bill.n.5,bill.n.1,bill.n.5,a statute in draft before it becomes law,a statute in draft before it becomes law,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),tf_idfBNC_filt.bill.n.1.txt,tf_idfBNC_filt.bill.n.5.txt,0.9405888466881878
n,bill.n.1,bill.n.6,bill.n.1,circular.n.1,a statute in draft before it becomes law,a statute in draft before it becomes law,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,tf_idfBNC_filt.bill.n.1.txt,tf_idfBNC_filt.circular.n.1.txt,0.0
n,bill.n.1,bill.n.8,bill.n.1,poster.n.1,a statute in draft before it becomes law,a statute in draft before it becomes law,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement,tf_idfBNC_filt.bill.n.1.txt,tf_idfBNC_filt.poster.n.1.txt,0.6683873551262509
n,bill.n.2,bill.n.3,bill.n.2,bill.n.3,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),tf_idfBNC_filt.bill.n.2.txt,tf_idfBNC_filt.bill.n.3.txt,0.9664580860297418
n,bill.n.2,bill.n.9,bill.n.2,bill.n.9,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a long-handled saw with a curved blade,a long-handled saw with a curved blade,tf_idfBNC_filt.bill.n.2.txt,tf_idfBNC_filt.bill.n.9.txt,0.8980618215550129
n,bill.n.2,bill.n.10,bill.n.2,bill.n.10,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,tf_idfBNC_filt.bill.n.2.txt,tf_idfBNC_filt.bill.n.10.txt,0.8583991673144828
n,bill.n.2,bill.n.5,bill.n.2,bill.n.5,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),tf_idfBNC_filt.bill.n.2.txt,tf_idfBNC_filt.bill.n.5.txt,0.9668308550465222
n,bill.n.2,bill.n.6,bill.n.2,circular.n.1,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,tf_idfBNC_filt.bill.n.2.txt,tf_idfBNC_filt.circular.n.1.txt,0.0
n,bill.n.2,bill.n.8,bill.n.2,poster.n.1,an itemized statement of money owed for goods shipped or services rendered,a statement of money owed for goods or services,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement,tf_idfBNC_filt.bill.n.2.txt,tf_idfBNC_filt.poster.n.1.txt,0.5912113226789831
n,bill.n.3,bill.n.9,bill.n.3,bill.n.9,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a long-handled saw with a curved blade,a long-handled saw with a curved blade,tf_idfBNC_filt.bill.n.3.txt,tf_idfBNC_filt.bill.n.9.txt,0.9302548305533471
n,bill.n.3,bill.n.10,bill.n.3,bill.n.10,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,tf_idfBNC_filt.bill.n.3.txt,tf_idfBNC_filt.bill.n.10.txt,0.7569614203588182
n,bill.n.3,bill.n.5,bill.n.3,bill.n.5,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),tf_idfBNC_filt.bill.n.3.txt,tf_idfBNC_filt.bill.n.5.txt,0.9854510061626739
n,bill.n.3,bill.n.6,bill.n.3,circular.n.1,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,tf_idfBNC_filt.bill.n.3.txt,tf_idfBNC_filt.circular.n.1.txt,0.0
n,bill.n.3,bill.n.8,bill.n.3,poster.n.1,a piece of paper money (especially one issued by a central bank),a piece of paper money (especially one issued by a central bank),a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement,tf_idfBNC_filt.bill.n.3.txt,tf_idfBNC_filt.poster.n.1.txt,0.6256378190933953
n,bill.n.9,bill.n.10,bill.n.9,bill.n.10,a long-handled saw with a curved blade,a long-handled saw with a curved blade,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,tf_idfBNC_filt.bill.n.9.txt,tf_idfBNC_filt.bill.n.10.txt,0.717108374201763
n,bill.n.9,bill.n.5,bill.n.9,bill.n.5,a long-handled saw with a curved blade,a long-handled saw with a curved blade,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),tf_idfBNC_filt.bill.n.9.txt,tf_idfBNC_filt.bill.n.5.txt,0.9520733302089818
n,bill.n.9,bill.n.6,bill.n.9,circular.n.1,a long-handled saw with a curved blade,a long-handled saw with a curved blade,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,tf_idfBNC_filt.bill.n.9.txt,tf_idfBNC_filt.circular.n.1.txt,0.0
n,bill.n.9,bill.n.8,bill.n.9,poster.n.1,a long-handled saw with a curved blade,a long-handled saw with a curved blade,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement,tf_idfBNC_filt.bill.n.9.txt,tf_idfBNC_filt.poster.n.1.txt,0.8522311092621996
n,bill.n.10,bill.n.5,bill.n.10,bill.n.5,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),tf_idfBNC_filt.bill.n.10.txt,tf_idfBNC_filt.bill.n.5.txt,0.8015509164307411
n,bill.n.10,bill.n.6,bill.n.10,circular.n.1,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,tf_idfBNC_filt.bill.n.10.txt,tf_idfBNC_filt.circular.n.1.txt,0.0
n,bill.n.10,bill.n.8,bill.n.10,poster.n.1,a brim that projects to the front to shade the eyes,a brim that projects to the front to shade the eyes,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement,tf_idfBNC_filt.bill.n.10.txt,tf_idfBNC_filt.poster.n.1.txt,0.46268787059407845
n,bill.n.5,bill.n.6,bill.n.5,circular.n.1,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,tf_idfBNC_filt.bill.n.5.txt,tf_idfBNC_filt.circular.n.1.txt,0.0
n,bill.n.5,bill.n.8,bill.n.5,poster.n.1,a list of particulars (as a playbill or bill of fare),a list of particulars (as a playbill or bill of fare),a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement,tf_idfBNC_filt.bill.n.5.txt,tf_idfBNC_filt.poster.n.1.txt,0.6723691353024025
n,bill.n.6,bill.n.8,circular.n.1,poster.n.1,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution,a sign posted in a public place as an advertisement,a sign posted in a public place as an advertisement,tf_idfBNC_filt.circular.n.1.txt,tf_idfBNC_filt.poster.n.1.txt,0.0
n,care.n.2,care.n.3,caution.n.3,concern.n.2,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,an anxious feeling,an anxious feeling,tf_idfBNC_filt.caution.n.3.txt,tf_idfBNC_filt.concern.n.2.txt,0.9470237817687899
n,care.n.2,care.n.4,caution.n.3,care.n.4,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,a cause for feeling concern,a cause for feeling concern,tf_idfBNC_filt.caution.n.3.txt,tf_idfBNC_filt.care.n.4.txt,0.8290258295223422
n,care.n.2,care.n.1,caution.n.3,care.n.1,judiciousness in avoiding harm or danger,judiciousness in avoiding harm or danger,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,tf_idfBNC_filt.caution.n.3.txt,tf_idfBNC_filt.care.n.1.txt,0.7732137381953024
