Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,call%2:32:00::,call.v.03,call.v.07,call%2:41:04::,call#v#03,call#v#07,00961306-v,02406215-v,,ascribe a quality to or give a name of a common noun that reflects a quality,,call a meeting; invite or command to meet,not-merged,call#v#03-call#v#07
v,call%2:32:00::,call.v.03,call.v.25,call%2:32:12::,call#v#03,call#v#25,00961306-v,00864964-v,,ascribe a quality to or give a name of a common noun that reflects a quality,,require the presentation of for redemption before maturation,not-merged,call#v#03-call#v#25
v,call%2:32:00::,call.v.03,call.v.09,call%2:32:14::,call#v#03,call#v#09,00961306-v,00745425-v,,ascribe a quality to or give a name of a common noun that reflects a quality,,"order, summon, or request for a specific duty or activity, work, role",not-merged,call#v#03-call#v#09
v,call%2:32:00::,call.v.03,call.v.16,call%2:31:13::,call#v#03,call#v#16,00961306-v,00730401-v,,ascribe a quality to or give a name of a common noun that reflects a quality,,utter in a loud voice or announce,not-merged,call#v#03-call#v#16
v,call%2:32:00::,call.v.03,call.v.15,call%2:32:03::,call#v#03,call#v#15,00961306-v,00965327-v,,ascribe a quality to or give a name of a common noun that reflects a quality,,utter a characteristic note or cry,not-merged,call#v#03-call#v#15
v,call%2:31:05::,call.v.19,call.v.13,call%2:32:04::,call#v#19,call#v#13,00683419-v,01052181-v,,consider or regard as being,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",not-merged,call#v#19-call#v#13
v,call%2:31:05::,call.v.19,call.v.04,call%2:32:05::,call#v#19,call#v#04,00683419-v,00783966-v,,consider or regard as being,,"order, request, or command to come",not-merged,call#v#19-call#v#04
v,call%2:31:05::,call.v.19,call.v.02,call%2:32:01::,call#v#19,call#v#02,00683419-v,00780615-v,,consider or regard as being,,get or try to get into communication (with someone) by telephone,not-merged,call#v#19-call#v#02
v,call%2:31:05::,call.v.19,call.v.07,call%2:41:04::,call#v#19,call#v#07,00683419-v,02406215-v,,consider or regard as being,,call a meeting; invite or command to meet,not-merged,call#v#19-call#v#07
v,call%2:31:05::,call.v.19,call.v.25,call%2:32:12::,call#v#19,call#v#25,00683419-v,00864964-v,,consider or regard as being,,require the presentation of for redemption before maturation,not-merged,call#v#19-call#v#25
v,call%2:31:05::,call.v.19,call.v.09,call%2:32:14::,call#v#19,call#v#09,00683419-v,00745425-v,,consider or regard as being,,"order, summon, or request for a specific duty or activity, work, role",not-merged,call#v#19-call#v#09
v,call%2:31:05::,call.v.19,call.v.16,call%2:31:13::,call#v#19,call#v#16,00683419-v,00730401-v,,consider or regard as being,,utter in a loud voice or announce,not-merged,call#v#19-call#v#16
v,call%2:31:05::,call.v.19,call.v.15,call%2:32:03::,call#v#19,call#v#15,00683419-v,00965327-v,,consider or regard as being,,utter a characteristic note or cry,not-merged,call#v#19-call#v#15
v,call%2:32:04::,call.v.13,call.v.04,call%2:32:05::,call#v#13,call#v#04,01052181-v,00783966-v,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",,"order, request, or command to come",not-merged,call#v#13-call#v#04
v,call%2:32:04::,call.v.13,call.v.02,call%2:32:01::,call#v#13,call#v#02,01052181-v,00780615-v,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",,get or try to get into communication (with someone) by telephone,not-merged,call#v#13-call#v#02
v,call%2:32:04::,call.v.13,call.v.07,call%2:41:04::,call#v#13,call#v#07,01052181-v,02406215-v,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",,call a meeting; invite or command to meet,not-merged,call#v#13-call#v#07
v,call%2:32:04::,call.v.13,call.v.25,call%2:32:12::,call#v#13,call#v#25,01052181-v,00864964-v,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",,require the presentation of for redemption before maturation,not-merged,call#v#13-call#v#25
v,call%2:32:04::,call.v.13,call.v.09,call%2:32:14::,call#v#13,call#v#09,01052181-v,00745425-v,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",,"order, summon, or request for a specific duty or activity, work, role",not-merged,call#v#13-call#v#09
v,call%2:32:04::,call.v.13,call.v.16,call%2:31:13::,call#v#13,call#v#16,01052181-v,00730401-v,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",,utter in a loud voice or announce,not-merged,call#v#13-call#v#16
v,call%2:32:04::,call.v.13,call.v.15,call%2:32:03::,call#v#13,call#v#15,01052181-v,00965327-v,,"send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message",,utter a characteristic note or cry,not-merged,call#v#13-call#v#15
v,call%2:32:05::,call.v.04,call.v.02,call%2:32:01::,call#v#04,call#v#02,00783966-v,00780615-v,,"order, request, or command to come",,get or try to get into communication (with someone) by telephone,merged,call#v#04-call#v#02
v,call%2:32:05::,call.v.04,call.v.07,call%2:41:04::,call#v#04,call#v#07,00783966-v,02406215-v,,"order, request, or command to come",,call a meeting; invite or command to meet,not-merged,call#v#04-call#v#07
v,call%2:32:05::,call.v.04,call.v.25,call%2:32:12::,call#v#04,call#v#25,00783966-v,00864964-v,,"order, request, or command to come",,require the presentation of for redemption before maturation,not-merged,call#v#04-call#v#25
v,call%2:32:05::,call.v.04,call.v.09,call%2:32:14::,call#v#04,call#v#09,00783966-v,00745425-v,,"order, request, or command to come",,"order, summon, or request for a specific duty or activity, work, role",not-merged,call#v#04-call#v#09
v,call%2:32:05::,call.v.04,call.v.16,call%2:31:13::,call#v#04,call#v#16,00783966-v,00730401-v,,"order, request, or command to come",,utter in a loud voice or announce,not-merged,call#v#04-call#v#16
v,call%2:32:05::,call.v.04,call.v.15,call%2:32:03::,call#v#04,call#v#15,00783966-v,00965327-v,,"order, request, or command to come",,utter a characteristic note or cry,not-merged,call#v#04-call#v#15
v,call%2:32:01::,call.v.02,call.v.07,call%2:41:04::,call#v#02,call#v#07,00780615-v,02406215-v,,get or try to get into communication (with someone) by telephone,,call a meeting; invite or command to meet,not-merged,call#v#02-call#v#07
v,call%2:32:01::,call.v.02,call.v.25,call%2:32:12::,call#v#02,call#v#25,00780615-v,00864964-v,,get or try to get into communication (with someone) by telephone,,require the presentation of for redemption before maturation,not-merged,call#v#02-call#v#25
v,call%2:32:01::,call.v.02,call.v.09,call%2:32:14::,call#v#02,call#v#09,00780615-v,00745425-v,,get or try to get into communication (with someone) by telephone,,"order, summon, or request for a specific duty or activity, work, role",not-merged,call#v#02-call#v#09
v,call%2:32:01::,call.v.02,call.v.16,call%2:31:13::,call#v#02,call#v#16,00780615-v,00730401-v,,get or try to get into communication (with someone) by telephone,,utter in a loud voice or announce,not-merged,call#v#02-call#v#16
v,call%2:32:01::,call.v.02,call.v.15,call%2:32:03::,call#v#02,call#v#15,00780615-v,00965327-v,,get or try to get into communication (with someone) by telephone,,utter a characteristic note or cry,not-merged,call#v#02-call#v#15
v,call%2:41:04::,call.v.07,call.v.25,call%2:32:12::,call#v#07,call#v#25,02406215-v,00864964-v,,call a meeting; invite or command to meet,,require the presentation of for redemption before maturation,not-merged,call#v#07-call#v#25
v,call%2:41:04::,call.v.07,call.v.09,call%2:32:14::,call#v#07,call#v#09,02406215-v,00745425-v,,call a meeting; invite or command to meet,,"order, summon, or request for a specific duty or activity, work, role",not-merged,call#v#07-call#v#09
v,call%2:41:04::,call.v.07,call.v.16,call%2:31:13::,call#v#07,call#v#16,02406215-v,00730401-v,,call a meeting; invite or command to meet,,utter in a loud voice or announce,not-merged,call#v#07-call#v#16
v,call%2:41:04::,call.v.07,call.v.15,call%2:32:03::,call#v#07,call#v#15,02406215-v,00965327-v,,call a meeting; invite or command to meet,,utter a characteristic note or cry,not-merged,call#v#07-call#v#15
v,call%2:32:12::,call.v.25,call.v.09,call%2:32:14::,call#v#25,call#v#09,00864964-v,00745425-v,,require the presentation of for redemption before maturation,,"order, summon, or request for a specific duty or activity, work, role",not-merged,call#v#25-call#v#09
v,call%2:32:12::,call.v.25,call.v.16,call%2:31:13::,call#v#25,call#v#16,00864964-v,00730401-v,,require the presentation of for redemption before maturation,,utter in a loud voice or announce,not-merged,call#v#25-call#v#16
v,call%2:32:12::,call.v.25,call.v.15,call%2:32:03::,call#v#25,call#v#15,00864964-v,00965327-v,,require the presentation of for redemption before maturation,,utter a characteristic note or cry,not-merged,call#v#25-call#v#15
v,call%2:32:14::,call.v.09,call.v.16,call%2:31:13::,call#v#09,call#v#16,00745425-v,00730401-v,,"order, summon, or request for a specific duty or activity, work, role",,utter in a loud voice or announce,not-merged,call#v#09-call#v#16
v,call%2:32:14::,call.v.09,call.v.15,call%2:32:03::,call#v#09,call#v#15,00745425-v,00965327-v,,"order, summon, or request for a specific duty or activity, work, role",,utter a characteristic note or cry,not-merged,call#v#09-call#v#15
v,call%2:31:13::,call.v.16,call.v.15,call%2:32:03::,call#v#16,call#v#15,00730401-v,00965327-v,,utter in a loud voice or announce,,utter a characteristic note or cry,not-merged,call#v#16-call#v#15
n,law%1:09:00::,law.n.04,law.n.03,law%1:09:01::,law#n#04,law#n#03,05796659-n,05798725-n,,a rule or body of rules of conduct inherent in human nature and essential to or binding upon human society,,a generalization that describes recurring facts or events in nature,not-merged,law#n#04-law#n#03
v,turn_out%2:36:01::,turn_out.v.03,turn_out.v.02,turn_out%2:42:01::,turn_out#v#03,turn_out#v#02,01609403-v,02608751-v,,"produce quickly or regularly, usually with machinery",,prove to be in the result or end,not-merged,turn_out#v#03-turn_out#v#02
v,turn_out%2:36:01::,turn_out.v.03,turn_out.v.04,turn_out%2:42:02::,turn_out#v#03,turn_out#v#04,01609403-v,02585739-v,,"produce quickly or regularly, usually with machinery",,result or end,not-merged,turn_out#v#03-turn_out#v#04
v,turn_out%2:42:01::,turn_out.v.02,turn_out.v.04,turn_out%2:42:02::,turn_out#v#02,turn_out#v#04,02608751-v,02585739-v,,prove to be in the result or end,,result or end,not-merged,turn_out#v#02-turn_out#v#04
v,treat%2:31:00::,treat.v.08,treat.v.05,treat%2:40:00::,treat#v#08,treat#v#05,00643149-v,02240453-v,,regard or consider in a specific way,,provide with a gift or entertainment,not-merged,treat#v#08-treat#v#05
v,treat%2:31:00::,treat.v.08,treat.v.03,treat%2:29:00::,treat#v#08,treat#v#03,00643149-v,00077958-v,,regard or consider in a specific way,,provide treatment for,not-merged,treat#v#08-treat#v#03
v,treat%2:31:00::,treat.v.08,treat.v.01,treat%2:41:00::,treat#v#08,treat#v#01,00643149-v,02490018-v,,regard or consider in a specific way,,interact in a certain way,not-merged,treat#v#08-treat#v#01
v,treat%2:40:00::,treat.v.05,treat.v.03,treat%2:29:00::,treat#v#05,treat#v#03,02240453-v,00077958-v,,provide with a gift or entertainment,,provide treatment for,not-merged,treat#v#05-treat#v#03
v,treat%2:40:00::,treat.v.05,treat.v.01,treat%2:41:00::,treat#v#05,treat#v#01,02240453-v,02490018-v,,provide with a gift or entertainment,,interact in a certain way,not-merged,treat#v#05-treat#v#01
v,treat%2:29:00::,treat.v.03,treat.v.01,treat%2:41:00::,treat#v#03,treat#v#01,00077958-v,02490018-v,,provide treatment for,,interact in a certain way,not-merged,treat#v#03-treat#v#01
s,fine%5:00:00:elegant:00,fine.s.07,fine.s.03,fine%5:00:00:precise:00,fine#s#05,fine#s#02,00888945-s,01903867-s,,characterized by elegance or refinement or accomplishment,,minutely precise especially in differences in meaning,not-merged,fine#s#05-fine#s#02
s,fine%5:00:00:elegant:00,fine.s.07,fine.s.06,fine%5:00:00:thin:01,fine#s#05,fine#s#04,00888945-s,02494889-s,,characterized by elegance or refinement or accomplishment,,thin in thickness or diameter,not-merged,fine#s#05-fine#s#04
s,fine%5:00:00:elegant:00,fine.s.07,fine.s.08,fine%5:00:00:pure:02,fine#s#05,fine#s#06,00888945-s,01975644-s,,characterized by elegance or refinement or accomplishment,,free from impurities; having a high or specified degree of purity,not-merged,fine#s#05-fine#s#06
s,fine%5:00:00:precise:00,fine.s.03,fine.s.06,fine%5:00:00:thin:01,fine#s#02,fine#s#04,01903867-s,02494889-s,,minutely precise especially in differences in meaning,,thin in thickness or diameter,merged,fine#s#02-fine#s#04
s,fine%5:00:00:precise:00,fine.s.03,fine.s.08,fine%5:00:00:pure:02,fine#s#02,fine#s#06,01903867-s,01975644-s,,minutely precise especially in differences in meaning,,free from impurities; having a high or specified degree of purity,not-merged,fine#s#02-fine#s#06
s,fine%5:00:00:thin:01,fine.s.06,fine.s.08,fine%5:00:00:pure:02,fine#s#04,fine#s#06,02494889-s,01975644-s,,thin in thickness or diameter,,free from impurities; having a high or specified degree of purity,not-merged,fine#s#04-fine#s#06
n,bar%1:06:00::,bar.n.03,bar.n.02,bar%1:06:05::,bar#n#03,bar#n#02,02762135-n,02762933-n,,a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon,,a counter where you can obtain food or drink,not-merged,bar#n#03-bar#n#02
n,bar%1:06:00::,bar.n.03,bar.n.08,bar%1:17:00::,bar#n#03,bar#n#08,02762135-n,09081937-n,,a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon,,a submerged (or partly submerged) ridge in a river or along a shore,not-merged,bar#n#03-bar#n#08
n,bar%1:06:00::,bar.n.03,bar.n.07,bar%1:23:00::,bar#n#03,bar#n#07,02762135-n,13531718-n,,a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon,,(meteorology) a unit of pressure equal to a million dynes per square centimeter,not-merged,bar#n#03-bar#n#07
n,bar%1:06:00::,bar.n.03,bar.n.05,bar%1:06:02::,bar#n#03,bar#n#05,02762135-n,02762717-n,,a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon,,an obstruction (usually metal) placed at the top of a goal,not-merged,bar#n#03-bar#n#05
n,bar%1:06:05::,bar.n.02,bar.n.08,bar%1:17:00::,bar#n#02,bar#n#08,02762933-n,09081937-n,,a counter where you can obtain food or drink,,a submerged (or partly submerged) ridge in a river or along a shore,not-merged,bar#n#02-bar#n#08
n,bar%1:06:05::,bar.n.02,bar.n.07,bar%1:23:00::,bar#n#02,bar#n#07,02762933-n,13531718-n,,a counter where you can obtain food or drink,,(meteorology) a unit of pressure equal to a million dynes per square centimeter,not-merged,bar#n#02-bar#n#07
n,bar%1:06:05::,bar.n.02,bar.n.05,bar%1:06:02::,bar#n#02,bar#n#05,02762933-n,02762717-n,,a counter where you can obtain food or drink,,an obstruction (usually metal) placed at the top of a goal,not-merged,bar#n#02-bar#n#05
n,bar%1:17:00::,bar.n.08,bar.n.07,bar%1:23:00::,bar#n#08,bar#n#07,09081937-n,13531718-n,,a submerged (or partly submerged) ridge in a river or along a shore,,(meteorology) a unit of pressure equal to a million dynes per square centimeter,not-merged,bar#n#08-bar#n#07
n,bar%1:17:00::,bar.n.08,bar.n.05,bar%1:06:02::,bar#n#08,bar#n#05,09081937-n,02762717-n,,a submerged (or partly submerged) ridge in a river or along a shore,,an obstruction (usually metal) placed at the top of a goal,not-merged,bar#n#08-bar#n#05
n,bar%1:23:00::,bar.n.07,bar.n.05,bar%1:06:02::,bar#n#07,bar#n#05,13531718-n,02762717-n,,(meteorology) a unit of pressure equal to a million dynes per square centimeter,,an obstruction (usually metal) placed at the top of a goal,not-merged,bar#n#07-bar#n#05
v,work%2:41:11::,work.v.16,work.v.03,work%2:41:03::,work#v#16,work#v#03,02420500-v,02501264-v,,operate in or through,,have an effect or outcome; often the one desired or expected,not-merged,work#v#16-work#v#03
v,work%2:41:11::,work.v.16,work.v.09,work%2:41:05::,work#v#16,work#v#09,02420500-v,02350261-v,,operate in or through,,proceed towards a goal or along a path or through an activity,not-merged,work#v#16-work#v#09
v,work%2:41:11::,work.v.16,work.v.05,work%2:36:00::,work#v#16,work#v#05,02420500-v,01653620-v,,operate in or through,,"shape, form, or improve a material",not-merged,work#v#16-work#v#05
v,work%2:41:11::,work.v.16,work.v.01,work%2:41:02::,work#v#16,work#v#01,02420500-v,02389840-v,,operate in or through,,exert oneself by doing mental or physical work for a purpose or out of necessity,not-merged,work#v#16-work#v#01
v,work%2:41:11::,work.v.16,work.v.02,work%2:41:00::,work#v#16,work#v#02,02420500-v,02387197-v,,operate in or through,,be employed,not-merged,work#v#16-work#v#02
v,work%2:41:11::,work.v.16,work.v.08,work%2:41:04::,work#v#16,work#v#08,02420500-v,02570400-v,,operate in or through,,"operate in a certain place, area, or specialty",not-merged,work#v#16-work#v#08
v,work%2:41:11::,work.v.16,work.v.21,work%2:35:14::,work#v#16,work#v#21,02420500-v,01528365-v,,operate in or through,,move into or onto,not-merged,work#v#16-work#v#21
v,work%2:41:11::,work.v.16,work.v.10,work%2:38:02::,work#v#16,work#v#10,02420500-v,01835055-v,,operate in or through,,move in an agitated manner,not-merged,work#v#16-work#v#10
v,work%2:41:03::,work.v.03,work.v.09,work%2:41:05::,work#v#03,work#v#09,02501264-v,02350261-v,,have an effect or outcome; often the one desired or expected,,proceed towards a goal or along a path or through an activity,not-merged,work#v#03-work#v#09
v,work%2:41:03::,work.v.03,work.v.05,work%2:36:00::,work#v#03,work#v#05,02501264-v,01653620-v,,have an effect or outcome; often the one desired or expected,,"shape, form, or improve a material",not-merged,work#v#03-work#v#05
v,work%2:41:03::,work.v.03,work.v.01,work%2:41:02::,work#v#03,work#v#01,02501264-v,02389840-v,,have an effect or outcome; often the one desired or expected,,exert oneself by doing mental or physical work for a purpose or out of necessity,not-merged,work#v#03-work#v#01
v,work%2:41:03::,work.v.03,work.v.02,work%2:41:00::,work#v#03,work#v#02,02501264-v,02387197-v,,have an effect or outcome; often the one desired or expected,,be employed,not-merged,work#v#03-work#v#02
v,work%2:41:03::,work.v.03,work.v.08,work%2:41:04::,work#v#03,work#v#08,02501264-v,02570400-v,,have an effect or outcome; often the one desired or expected,,"operate in a certain place, area, or specialty",not-merged,work#v#03-work#v#08
v,work%2:41:03::,work.v.03,work.v.21,work%2:35:14::,work#v#03,work#v#21,02501264-v,01528365-v,,have an effect or outcome; often the one desired or expected,,move into or onto,not-merged,work#v#03-work#v#21
v,work%2:41:03::,work.v.03,work.v.10,work%2:38:02::,work#v#03,work#v#10,02501264-v,01835055-v,,have an effect or outcome; often the one desired or expected,,move in an agitated manner,not-merged,work#v#03-work#v#10
v,work%2:41:05::,work.v.09,work.v.05,work%2:36:00::,work#v#09,work#v#05,02350261-v,01653620-v,,proceed towards a goal or along a path or through an activity,,"shape, form, or improve a material",not-merged,work#v#09-work#v#05
v,work%2:41:05::,work.v.09,work.v.01,work%2:41:02::,work#v#09,work#v#01,02350261-v,02389840-v,,proceed towards a goal or along a path or through an activity,,exert oneself by doing mental or physical work for a purpose or out of necessity,not-merged,work#v#09-work#v#01
v,work%2:41:05::,work.v.09,work.v.02,work%2:41:00::,work#v#09,work#v#02,02350261-v,02387197-v,,proceed towards a goal or along a path or through an activity,,be employed,not-merged,work#v#09-work#v#02
v,work%2:41:05::,work.v.09,work.v.08,work%2:41:04::,work#v#09,work#v#08,02350261-v,02570400-v,,proceed towards a goal or along a path or through an activity,,"operate in a certain place, area, or specialty",not-merged,work#v#09-work#v#08
v,work%2:41:05::,work.v.09,work.v.21,work%2:35:14::,work#v#09,work#v#21,02350261-v,01528365-v,,proceed towards a goal or along a path or through an activity,,move into or onto,not-merged,work#v#09-work#v#21
v,work%2:41:05::,work.v.09,work.v.10,work%2:38:02::,work#v#09,work#v#10,02350261-v,01835055-v,,proceed towards a goal or along a path or through an activity,,move in an agitated manner,not-merged,work#v#09-work#v#10
v,work%2:36:00::,work.v.05,work.v.01,work%2:41:02::,work#v#05,work#v#01,01653620-v,02389840-v,,"shape, form, or improve a material",,exert oneself by doing mental or physical work for a purpose or out of necessity,not-merged,work#v#05-work#v#01
v,work%2:36:00::,work.v.05,work.v.02,work%2:41:00::,work#v#05,work#v#02,01653620-v,02387197-v,,"shape, form, or improve a material",,be employed,not-merged,work#v#05-work#v#02
v,work%2:36:00::,work.v.05,work.v.08,work%2:41:04::,work#v#05,work#v#08,01653620-v,02570400-v,,"shape, form, or improve a material",,"operate in a certain place, area, or specialty",not-merged,work#v#05-work#v#08
v,work%2:36:00::,work.v.05,work.v.21,work%2:35:14::,work#v#05,work#v#21,01653620-v,01528365-v,,"shape, form, or improve a material",,move into or onto,not-merged,work#v#05-work#v#21
v,work%2:36:00::,work.v.05,work.v.10,work%2:38:02::,work#v#05,work#v#10,01653620-v,01835055-v,,"shape, form, or improve a material",,move in an agitated manner,not-merged,work#v#05-work#v#10
v,work%2:41:02::,work.v.01,work.v.02,work%2:41:00::,work#v#01,work#v#02,02389840-v,02387197-v,,exert oneself by doing mental or physical work for a purpose or out of necessity,,be employed,merged,work#v#01-work#v#02
v,work%2:41:02::,work.v.01,work.v.08,work%2:41:04::,work#v#01,work#v#08,02389840-v,02570400-v,,exert oneself by doing mental or physical work for a purpose or out of necessity,,"operate in a certain place, area, or specialty",not-merged,work#v#01-work#v#08
v,work%2:41:02::,work.v.01,work.v.21,work%2:35:14::,work#v#01,work#v#21,02389840-v,01528365-v,,exert oneself by doing mental or physical work for a purpose or out of necessity,,move into or onto,not-merged,work#v#01-work#v#21
v,work%2:41:02::,work.v.01,work.v.10,work%2:38:02::,work#v#01,work#v#10,02389840-v,01835055-v,,exert oneself by doing mental or physical work for a purpose or out of necessity,,move in an agitated manner,not-merged,work#v#01-work#v#10
v,work%2:41:00::,work.v.02,work.v.08,work%2:41:04::,work#v#02,work#v#08,02387197-v,02570400-v,,be employed,,"operate in a certain place, area, or specialty",not-merged,work#v#02-work#v#08
v,work%2:41:00::,work.v.02,work.v.21,work%2:35:14::,work#v#02,work#v#21,02387197-v,01528365-v,,be employed,,move into or onto,not-merged,work#v#02-work#v#21
v,work%2:41:00::,work.v.02,work.v.10,work%2:38:02::,work#v#02,work#v#10,02387197-v,01835055-v,,be employed,,move in an agitated manner,not-merged,work#v#02-work#v#10
v,work%2:41:04::,work.v.08,work.v.21,work%2:35:14::,work#v#08,work#v#21,02570400-v,01528365-v,,"operate in a certain place, area, or specialty",,move into or onto,not-merged,work#v#08-work#v#21
v,work%2:41:04::,work.v.08,work.v.10,work%2:38:02::,work#v#08,work#v#10,02570400-v,01835055-v,,"operate in a certain place, area, or specialty",,move in an agitated manner,not-merged,work#v#08-work#v#10
v,work%2:35:14::,work.v.21,work.v.10,work%2:38:02::,work#v#21,work#v#10,01528365-v,01835055-v,,move into or onto,,move in an agitated manner,not-merged,work#v#21-work#v#10
n,facility%1:04:00::,facility.n.05,facility.n.04,facility%1:04:01::,facility#n#05,facility#n#04,00573120-n,00579981-n,,a service that an organization or a piece of equipment offers you,,something designed and created to serve a particular function and to afford a particular convenience or service,merged,facility#n#05-facility#n#04
n,facility%1:04:00::,facility.n.05,facility.n.01,facility%1:06:00::,facility#n#05,facility#n#01,00573120-n,03279978-n,,a service that an organization or a piece of equipment offers you,,a building or place that provides a particular service or is used for a particular industry,not-merged,facility#n#05-facility#n#01
n,facility%1:04:01::,facility.n.04,facility.n.01,facility%1:06:00::,facility#n#04,facility#n#01,00579981-n,03279978-n,,something designed and created to serve a particular function and to afford a particular convenience or service,,a building or place that provides a particular service or is used for a particular industry,not-merged,facility#n#04-facility#n#01
v,work_out%2:31:07::,work_out.v.05,work_out.v.02,work_out%2:42:00::,work_out#v#05,work_out#v#02,00631165-v,02586000-v,,be calculated,,"happen in a certain way, leading to, producing, or resulting in a certain outcome, often well",not-merged,work_out#v#05-work_out#v#02
n,circuit%1:06:00::,circuit.n.01,circuit.n.03,circuit%1:15:00::,circuit#n#01,circuit#n#03,03003350-n,08496792-n,,an electrical device that provides a path for electrical current to flow,,an established itinerary of venues or events that a particular group of people travel to,not-merged,circuit#n#01-circuit#n#03
n,circuit%1:06:00::,circuit.n.01,circuit.n.04,circuit%1:14:00::,circuit#n#01,circuit#n#04,03003350-n,08215899-n,,an electrical device that provides a path for electrical current to flow,,(law) a judicial division of a state or the United States (so-called because originally judges traveled and held court in different locations); one of the twelve groups of states in the United States that is covered by a particular circuit court of appeals,not-merged,circuit#n#01-circuit#n#04
n,circuit%1:15:00::,circuit.n.03,circuit.n.04,circuit%1:14:00::,circuit#n#03,circuit#n#04,08496792-n,08215899-n,,an established itinerary of venues or events that a particular group of people travel to,,(law) a judicial division of a state or the United States (so-called because originally judges traveled and held court in different locations); one of the twelve groups of states in the United States that is covered by a particular circuit court of appeals,not-merged,circuit#n#03-circuit#n#04
v,hold%2:35:02::,hold.v.19,hold.v.08,hold%2:42:13::,hold#v#18,hold#v#08,01587693-v,02674836-v,,support or hold in a certain manner,,contain or hold; have within,not-merged,hold#v#18-hold#v#08
v,face%2:38:00::,face.v.05,face.v.04,face%2:42:02::,face#v#05,face#v#04,01890446-v,02667677-v,,turn so as to face; turn the face in a certain direction,,be opposite,not-merged,face#v#05-face#v#04
v,face%2:38:00::,face.v.05,face.v.09,face%2:35:01::,face#v#05,face#v#09,01890446-v,01259684-v,,turn so as to face; turn the face in a certain direction,,cover the front or surface of,not-merged,face#v#05-face#v#09
v,face%2:42:02::,face.v.04,face.v.09,face%2:35:01::,face#v#04,face#v#09,02667677-v,01259684-v,,be opposite,,cover the front or surface of,not-merged,face#v#04-face#v#09
n,post%1:06:00::,post.n.04,post.n.06,post%1:10:02::,post#n#04,post#n#09,03943294-n,07158593-n,,an upright consisting of a piece of timber or metal fixed firmly in an upright position,,a pole or stake set up to mark something (as the start or end of a race track),not-merged,post#n#04-post#n#09
n,post%1:06:00::,post.n.04,post.n.01,post%1:15:00::,post#n#04,post#n#01,03943294-n,08504092-n,,an upright consisting of a piece of timber or metal fixed firmly in an upright position,,the position where someone (as a guard or sentry) stands or is assigned to stand,not-merged,post#n#04-post#n#01
n,post%1:06:00::,post.n.04,post.n.08,post%1:04:01::,post#n#04,post#n#11,03943294-n,00314587-n,,an upright consisting of a piece of timber or metal fixed firmly in an upright position,,the delivery and collection of letters and packages,not-merged,post#n#04-post#n#11
n,post%1:10:02::,post.n.06,post.n.01,post%1:15:00::,post#n#09,post#n#01,07158593-n,08504092-n,,a pole or stake set up to mark something (as the start or end of a race track),,the position where someone (as a guard or sentry) stands or is assigned to stand,not-merged,post#n#09-post#n#01
n,post%1:10:02::,post.n.06,post.n.08,post%1:04:01::,post#n#09,post#n#11,07158593-n,00314587-n,,a pole or stake set up to mark something (as the start or end of a race track),,the delivery and collection of letters and packages,not-merged,post#n#09-post#n#11
n,post%1:15:00::,post.n.01,post.n.08,post%1:04:01::,post#n#01,post#n#11,08504092-n,00314587-n,,the position where someone (as a guard or sentry) stands or is assigned to stand,,the delivery and collection of letters and packages,not-merged,post#n#01-post#n#11
v,dress%2:29:07::,dress.v.04,dress.v.15,dress%2:29:04::,dress#v#04,dress#v#16,00044278-v,00038340-v,,dress in a certain manner,,arrange attractively,not-merged,dress#v#04-dress#v#16
v,dress%2:29:07::,dress.v.04,dress.v.13,dress%2:29:02::,dress#v#04,dress#v#14,00044278-v,00081876-v,,dress in a certain manner,,apply a bandage or medication to,not-merged,dress#v#04-dress#v#14
v,dress%2:29:07::,dress.v.04,dress.v.02,dress%2:29:01::,dress#v#04,dress#v#02,00044278-v,00047400-v,,dress in a certain manner,,provide with clothes or put clothes on,merged,dress#v#04-dress#v#02
v,dress%2:29:07::,dress.v.04,dress.v.10,dress%2:35:00::,dress#v#04,dress#v#10,00044278-v,01352105-v,,dress in a certain manner,,put a dressing on,not-merged,dress#v#04-dress#v#10
v,dress%2:29:07::,dress.v.04,dress.v.09,dress%2:35:04::,dress#v#04,dress#v#09,00044278-v,01453805-v,,dress in a certain manner,,provide with decoration,not-merged,dress#v#04-dress#v#09
